Timestamp_MS,Channel,Frame_Size_Bytes,RSSI_dBm,MAC_Address
3639354,1,364,-72,3C:46:A1:6D:8B:F4
3639364,1,340,-62,3C:46:A1:6E:23:02
3639364,1,356,-63,3C:46:A1:6E:23:03
3639364,1,364,-62,3C:46:A1:6E:23:04
3639374,1,340,-72,3C:46:A1:6D:9B:B2
3639374,1,356,-71,3C:46:A1:6D:9B:B3
3639374,1,356,-77,3C:46:A1:70:A0:B3
3639404,1,356,-79,3C:46:A1:6D:96:A3
3639414,1,356,-79,3C:46:A1:6D:93:93
3639454,1,356,-80,3C:46:A1:6D:8B:33
3639454,1,340,-72,3C:46:A1:6D:8B:F2
3639454,1,356,-71,3C:46:A1:6D:8B:F3
3639454,1,364,-71,3C:46:A1:6D:8B:F4
3639464,1,340,-62,3C:46:A1:6E:23:02
3639464,1,356,-62,3C:46:A1:6E:23:03
3639464,1,364,-62,3C:46:A1:6E:23:04
3639474,1,340,-72,3C:46:A1:6D:9B:B2
3639474,1,356,-72,3C:46:A1:6D:9B:B3
3639474,1,356,-77,3C:46:A1:70:A0:B3
3639504,1,356,-80,3C:46:A1:6D:96:A3
3639514,1,356,-80,3C:46:A1:6D:93:93
3639534,1,119,-77,08:65:F0:DA:4D:63
3639554,1,366,-78,3C:46:A1:70:A0:B3
3639554,1,366,-77,3C:46:A1:70:A0:B3
3639554,1,366,-78,3C:46:A1:70:A0:B3
3639554,1,340,-72,3C:46:A1:6D:8B:F2
3639554,1,356,-70,3C:46:A1:6D:8B:F3
3639554,1,364,-70,3C:46:A1:6D:8B:F4
3639564,1,340,-62,3C:46:A1:6E:23:02
3639564,1,356,-62,3C:46:A1:6E:23:03
3639564,1,364,-62,3C:46:A1:6E:23:04
3639574,1,340,-73,3C:46:A1:6D:9B:B2
3639574,1,356,-72,3C:46:A1:6D:9B:B3
3639574,1,356,-77,3C:46:A1:70:A0:B3
3639584,1,364,-78,3C:46:A1:70:A0:B4
3639604,1,356,-79,3C:46:A1:6D:96:A3
3639634,1,119,-80,08:65:F0:DA:4D:63
3639654,1,356,-79,3C:46:A1:6D:8B:33
3639664,1,340,-72,3C:46:A1:6D:8B:F2
3639664,1,356,-71,3C:46:A1:6D:8B:F3
3639664,1,364,-72,3C:46:A1:6D:8B:F4
3639664,1,340,-62,3C:46:A1:6E:23:02
3639664,1,356,-62,3C:46:A1:6E:23:03
3639664,1,364,-62,3C:46:A1:6E:23:04
3639684,1,340,-79,3C:46:A1:70:A0:B2
3639684,1,356,-77,3C:46:A1:70:A0:B3
3639684,1,364,-78,3C:46:A1:70:A0:B4
3639694,1,340,-72,3C:46:A1:6D:9B:B2
3639694,1,356,-72,3C:46:A1:6D:9B:B3
3639694,1,364,-71,3C:46:A1:6D:9B:B4
3639704,1,356,-78,3C:46:A1:6D:96:A3
3639714,1,356,-79,3C:46:A1:6D:93:93
3639744,1,119,-77,08:65:F0:DA:4D:63
3639754,1,356,-80,3C:46:A1:6D:8B:33
3639764,1,340,-72,3C:46:A1:6D:8B:F2
3639764,1,356,-71,3C:46:A1:6D:8B:F3
3639764,1,364,-72,3C:46:A1:6D:8B:F4
3639774,1,340,-62,3C:46:A1:6E:23:02
3639774,1,356,-62,3C:46:A1:6E:23:03
3639774,1,364,-62,3C:46:A1:6E:23:04
3639784,1,340,-72,3C:46:A1:6D:9B:B2
3639784,1,356,-72,3C:46:A1:6D:9B:B3
3639784,1,364,-72,3C:46:A1:6D:9B:B4
3639784,1,356,-77,3C:46:A1:70:A0:B3
3639784,1,364,-78,3C:46:A1:70:A0:B4
3639814,1,356,-80,3C:46:A1:6D:96:A3
3639814,1,356,-80,3C:46:A1:6D:93:93
3639844,1,119,-78,08:65:F0:DA:4D:63
3639864,1,356,-80,3C:46:A1:6D:8B:33
3639864,1,340,-72,3C:46:A1:6D:8B:F2
3639864,1,356,-71,3C:46:A1:6D:8B:F3
3639864,1,364,-72,3C:46:A1:6D:8B:F4
3639874,1,340,-62,3C:46:A1:6E:23:02
3639874,1,356,-62,3C:46:A1:6E:23:03
3639874,1,364,-62,3C:46:A1:6E:23:04
3639884,1,340,-72,3C:46:A1:6D:9B:B2
3639884,1,356,-72,3C:46:A1:6D:9B:B3
3639884,1,356,-78,3C:46:A1:70:A0:B3
3639914,1,356,-80,3C:46:A1:6D:96:A3
3639924,1,356,-80,3C:46:A1:6D:93:93
3639964,1,356,-79,3C:46:A1:6D:8B:33
3639964,1,340,-72,3C:46:A1:6D:8B:F2
3639964,1,356,-71,3C:46:A1:6D:8B:F3
3639964,1,364,-72,3C:46:A1:6D:8B:F4
3639974,1,340,-62,3C:46:A1:6E:23:02
3639974,1,356,-62,3C:46:A1:6E:23:03
3639974,1,364,-62,3C:46:A1:6E:23:04
3639984,1,340,-71,3C:46:A1:6D:9B:B2
3639984,1,356,-72,3C:46:A1:6D:9B:B3
3639984,1,356,-78,3C:46:A1:70:A0:B3
3640014,1,356,-80,3C:46:A1:6D:96:A3
3640024,1,340,-79,3C:46:A1:6D:93:92
3640024,1,356,-81,3C:46:A1:6D:93:93
3640034,1,184,-83,FF:FF:FF:FF:FF:FF
3640044,1,119,-78,08:65:F0:DA:4D:63
3640054,1,184,-83,FF:FF:FF:FF:FF:FF
3640064,1,356,-79,3C:46:A1:6D:8B:33
3640074,1,340,-71,3C:46:A1:6D:8B:F2
3640074,1,356,-72,3C:46:A1:6D:8B:F3
3640074,1,364,-72,3C:46:A1:6D:8B:F4
3640074,1,340,-63,3C:46:A1:6E:23:02
3640074,1,356,-63,3C:46:A1:6E:23:03
3640074,1,364,-62,3C:46:A1:6E:23:04
3640084,1,340,-72,3C:46:A1:6D:9B:B2
3640084,1,356,-72,3C:46:A1:6D:9B:B3
3640094,1,356,-78,3C:46:A1:70:A0:B3
3640124,1,356,-82,3C:46:A1:6D:96:A3
3640124,1,356,-79,3C:46:A1:6D:93:93
3640154,1,119,-78,08:65:F0:DA:4D:63
3640154,1,356,-81,3C:46:A1:6D:D2:A3
3640164,1,356,-79,3C:46:A1:6D:8B:33
3640174,1,340,-72,3C:46:A1:6D:8B:F2
3640174,1,356,-72,3C:46:A1:6D:8B:F3
3640174,1,364,-72,3C:46:A1:6D:8B:F4
3640184,1,340,-62,3C:46:A1:6E:23:02
3640184,1,356,-62,3C:46:A1:6E:23:03
3640184,1,364,-62,3C:46:A1:6E:23:04
3640194,1,340,-72,3C:46:A1:6D:9B:B2
3640194,1,356,-72,3C:46:A1:6D:9B:B3
3640194,1,364,-72,3C:46:A1:6D:9B:B4
3640194,1,356,-78,3C:46:A1:70:A0:B3
3640224,1,356,-80,3C:46:A1:6D:93:93
3640274,1,340,-72,3C:46:A1:6D:8B:F2
3640274,1,356,-71,3C:46:A1:6D:8B:F3
3640274,1,364,-72,3C:46:A1:6D:8B:F4
3640284,1,340,-62,3C:46:A1:6E:23:02
3640284,1,356,-62,3C:46:A1:6E:23:03
3640284,1,364,-62,3C:46:A1:6E:23:04
3640294,1,340,-72,3C:46:A1:6D:9B:B2
3640294,1,356,-71,3C:46:A1:6D:9B:B3
3640294,1,356,-78,3C:46:A1:70:A0:B3
3640324,1,356,-79,3C:46:A1:6D:96:A3
3640334,1,356,-80,3C:46:A1:6D:93:93
3640354,1,119,-77,08:65:F0:DA:4D:63
3640374,1,356,-78,3C:46:A1:6D:8B:33
3640374,1,340,-71,3C:46:A1:6D:8B:F2
3640374,1,356,-71,3C:46:A1:6D:8B:F3
3640374,1,364,-71,3C:46:A1:6D:8B:F4
3640384,1,340,-62,3C:46:A1:6E:23:02
3640384,1,356,-62,3C:46:A1:6E:23:03
3640384,1,364,-62,3C:46:A1:6E:23:04
3640394,1,340,-71,3C:46:A1:6D:9B:B2
3640394,1,356,-72,3C:46:A1:6D:9B:B3
3640394,1,356,-77,3C:46:A1:70:A0:B3
3640424,1,356,-79,3C:46:A1:6D:96:A3
3640434,1,356,-80,3C:46:A1:6D:93:93
3640454,1,119,-79,08:65:F0:DA:4D:63
3640474,1,356,-78,3C:46:A1:6D:8B:33
3640484,1,340,-71,3C:46:A1:6D:8B:F2
3640484,1,356,-71,3C:46:A1:6D:8B:F3
3640484,1,364,-72,3C:46:A1:6D:8B:F4
3640484,1,340,-62,3C:46:A1:6E:23:02
3640484,1,356,-62,3C:46:A1:6E:23:03
3640484,1,364,-62,3C:46:A1:6E:23:04
3640494,1,340,-72,3C:46:A1:6D:9B:B2
3640494,1,356,-72,3C:46:A1:6D:9B:B3
3640494,1,364,-72,3C:46:A1:6D:9B:B4
3640504,1,356,-78,3C:46:A1:70:A0:B3
3640524,1,356,-79,3C:46:A1:6D:96:A3
3640534,1,356,-80,3C:46:A1:6D:93:93
3640564,1,119,-77,08:65:F0:DA:4D:63
3640574,1,356,-79,3C:46:A1:6D:8B:33
3640584,1,340,-71,3C:46:A1:6D:8B:F2
3640584,1,340,-62,3C:46:A1:6E:23:02
3640594,1,356,-62,3C:46:A1:6E:23:03
3640594,1,364,-62,3C:46:A1:6E:23:04
3640604,1,340,-72,3C:46:A1:6D:9B:B2
3640604,1,356,-72,3C:46:A1:6D:9B:B3
3640604,1,356,-79,3C:46:A1:70:A0:B3
3640604,1,364,-79,3C:46:A1:70:A0:B4
3640634,1,356,-79,3C:46:A1:6D:96:A3
3640634,1,356,-78,3C:46:A1:6D:93:93
3640644,1,370,-85,BC:F8:7E:7D:40:2B
3640664,1,119,-76,08:65:F0:DA:4D:63
3640684,1,356,-79,3C:46:A1:6D:8B:33
3640684,1,340,-72,3C:46:A1:6D:8B:F2
3640684,1,356,-71,3C:46:A1:6D:8B:F3
3640684,1,364,-71,3C:46:A1:6D:8B:F4
3640694,1,340,-62,3C:46:A1:6E:23:02
3640694,1,356,-62,3C:46:A1:6E:23:03
3640694,1,364,-62,3C:46:A1:6E:23:04
3640704,1,340,-72,3C:46:A1:6D:9B:B2
3640704,1,356,-72,3C:46:A1:6D:9B:B3
3640704,1,356,-78,3C:46:A1:70:A0:B3
3640744,1,356,-80,3C:46:A1:6D:93:93
3640784,1,356,-79,3C:46:A1:6D:8B:33
3640784,1,340,-72,3C:46:A1:6D:8B:F2
3640784,1,356,-71,3C:46:A1:6D:8B:F3
3640784,1,364,-71,3C:46:A1:6D:8B:F4
3640794,1,340,-62,3C:46:A1:6E:23:02
3640794,1,356,-62,3C:46:A1:6E:23:03
3640794,1,364,-62,3C:46:A1:6E:23:04
3640804,1,340,-72,3C:46:A1:6D:9B:B2
3640804,1,356,-72,3C:46:A1:6D:9B:B3
3640804,1,364,-72,3C:46:A1:6D:9B:B4
3640804,1,356,-78,3C:46:A1:70:A0:B3
3640834,1,356,-80,3C:46:A1:6D:96:A3
3640844,1,340,-79,3C:46:A1:6D:93:92
3640844,1,356,-80,3C:46:A1:6D:93:93
3640864,1,119,-75,08:65:F0:DA:4D:63
3640884,1,356,-79,3C:46:A1:6D:8B:33
3640884,1,340,-71,3C:46:A1:6D:8B:F2
3640894,1,356,-72,3C:46:A1:6D:8B:F3
3640894,1,364,-72,3C:46:A1:6D:8B:F4
3640894,1,340,-62,3C:46:A1:6E:23:02
3640894,1,356,-63,3C:46:A1:6E:23:03
3640894,1,364,-62,3C:46:A1:6E:23:04
3640904,1,340,-72,3C:46:A1:6D:9B:B2
3640904,1,356,-72,3C:46:A1:6D:9B:B3
3640904,1,356,-78,3C:46:A1:70:A0:B3
3640944,1,356,-80,3C:46:A1:6D:93:93
3640964,1,119,-77,08:65:F0:DA:4D:63
3640984,1,356,-78,3C:46:A1:6D:8B:33
3640994,1,340,-71,3C:46:A1:6D:8B:F2
3640994,1,356,-71,3C:46:A1:6D:8B:F3
3640994,1,364,-71,3C:46:A1:6D:8B:F4
3640994,1,340,-62,3C:46:A1:6E:23:02
3640994,1,356,-62,3C:46:A1:6E:23:03
3641004,1,364,-62,3C:46:A1:6E:23:04
3641014,1,340,-71,3C:46:A1:6D:9B:B2
3641014,1,356,-72,3C:46:A1:6D:9B:B3
3641014,1,356,-78,3C:46:A1:70:A0:B3
3641014,1,364,-79,3C:46:A1:70:A0:B4
3641044,1,356,-80,3C:46:A1:6D:96:A3
3641044,1,356,-81,3C:46:A1:6D:93:93
3641094,1,356,-81,3C:46:A1:6D:8B:33
3641094,1,340,-73,3C:46:A1:6D:8B:F2
3641094,1,356,-71,3C:46:A1:6D:8B:F3
3641094,1,364,-71,3C:46:A1:6D:8B:F4
3641104,1,340,-62,3C:46:A1:6E:23:02
3641104,1,356,-62,3C:46:A1:6E:23:03
3641104,1,364,-62,3C:46:A1:6E:23:04
3641114,1,340,-72,3C:46:A1:6D:9B:B2
3641114,1,356,-71,3C:46:A1:6D:9B:B3
3641114,1,356,-77,3C:46:A1:70:A0:B3
3641144,1,356,-80,3C:46:A1:6D:96:A3
3641154,1,356,-78,3C:46:A1:6D:93:93
3641174,1,119,-75,08:65:F0:DA:4D:63
3641194,1,356,-79,3C:46:A1:6D:8B:33
3641194,1,340,-71,3C:46:A1:6D:8B:F2
3641194,1,356,-71,3C:46:A1:6D:8B:F3
3641194,1,364,-72,3C:46:A1:6D:8B:F4
3641204,1,340,-62,3C:46:A1:6E:23:02
3641204,1,356,-62,3C:46:A1:6E:23:03
3641204,1,364,-62,3C:46:A1:6E:23:04
3641214,1,340,-72,3C:46:A1:6D:9B:B2
3641214,1,356,-73,3C:46:A1:6D:9B:B3
3641214,1,356,-78,3C:46:A1:70:A0:B3
3641244,1,356,-79,3C:46:A1:6D:96:A3
3641254,1,356,-78,3C:46:A1:6D:93:93
3641294,1,356,-78,3C:46:A1:6D:8B:33
3641294,1,340,-71,3C:46:A1:6D:8B:F2
3641304,1,356,-71,3C:46:A1:6D:8B:F3
3641304,1,364,-71,3C:46:A1:6D:8B:F4
3641304,1,340,-62,3C:46:A1:6E:23:02
3641304,1,356,-62,3C:46:A1:6E:23:03
3641304,1,364,-62,3C:46:A1:6E:23:04
3641314,1,340,-72,3C:46:A1:6D:9B:B2
3641314,1,356,-72,3C:46:A1:6D:9B:B3
3641314,1,364,-71,3C:46:A1:6D:9B:B4
3641314,1,356,-78,3C:46:A1:70:A0:B3
3641344,1,356,-79,3C:46:A1:6D:96:A3
3641354,1,356,-78,3C:46:A1:6D:93:93
3641364,1,370,-85,BC:F8:7E:7D:40:2B
3641374,1,119,-77,08:65:F0:DA:4D:63
3641394,1,356,-79,3C:46:A1:6D:8B:33
3641404,1,340,-71,3C:46:A1:6D:8B:F2
3641404,1,356,-70,3C:46:A1:6D:8B:F3
3641404,1,364,-70,3C:46:A1:6D:8B:F4
3641404,1,340,-62,3C:46:A1:6E:23:02
3641404,1,356,-62,3C:46:A1:6E:23:03
3641424,1,340,-73,3C:46:A1:6D:9B:B2
3641424,1,356,-72,3C:46:A1:6D:9B:B3
3641424,1,356,-79,3C:46:A1:70:A0:B3
3641444,1,356,-79,3C:46:A1:6D:96:A3
3641454,1,356,-78,3C:46:A1:6D:93:93
3641484,1,119,-78,08:65:F0:DA:4D:63
3641504,1,340,-71,3C:46:A1:6D:8B:F2
3641504,1,356,-71,3C:46:A1:6D:8B:F3
3641504,1,364,-71,3C:46:A1:6D:8B:F4
3641514,1,340,-63,3C:46:A1:6E:23:02
3641514,1,356,-62,3C:46:A1:6E:23:03
3641514,1,364,-62,3C:46:A1:6E:23:04
3641514,1,356,-80,3C:46:A1:6D:8B:33
3641524,1,340,-72,3C:46:A1:6D:9B:B2
3641524,1,356,-72,3C:46:A1:6D:9B:B3
3641524,1,356,-77,3C:46:A1:70:A0:B3
3641554,1,356,-78,3C:46:A1:6D:96:A3
3641554,1,356,-79,3C:46:A1:6D:93:93
3641604,1,356,-78,3C:46:A1:6D:8B:33
3641604,1,340,-71,3C:46:A1:6D:8B:F2
3641604,1,356,-71,3C:46:A1:6D:8B:F3
3641604,1,364,-71,3C:46:A1:6D:8B:F4
3641614,1,340,-62,3C:46:A1:6E:23:02
3641614,1,356,-63,3C:46:A1:6E:23:03
3641614,1,364,-63,3C:46:A1:6E:23:04
3641624,1,340,-72,3C:46:A1:6D:9B:B2
3641624,1,356,-72,3C:46:A1:6D:9B:B3
3641624,1,364,-72,3C:46:A1:6D:9B:B4
3641624,1,356,-78,3C:46:A1:70:A0:B3
3641664,1,356,-80,3C:46:A1:6D:93:93
3641684,1,119,-78,08:65:F0:DA:4D:63
3641704,1,356,-79,3C:46:A1:6D:8B:33
3641714,1,340,-71,3C:46:A1:6D:8B:F2
3641714,1,356,-72,3C:46:A1:6D:8B:F3
3641714,1,364,-71,3C:46:A1:6D:8B:F4
3641714,1,350,-79,3C:46:A1:6D:93:93
3641714,1,340,-63,3C:46:A1:6E:23:02
3641714,1,356,-63,3C:46:A1:6E:23:03
3641724,1,364,-62,3C:46:A1:6E:23:04
3641724,1,350,-78,3C:46:A1:6D:93:93
3641724,1,350,-79,3C:46:A1:6D:96:A3
3641724,1,350,-79,3C:46:A1:6D:93:93
3641734,1,350,-79,3C:46:A1:6D:96:A3
3641734,1,350,-80,3C:46:A1:6D:8B:33
3641734,1,356,-78,3C:46:A1:70:A0:B3
3641744,1,340,-72,3C:46:A1:6D:9B:B2
3641744,1,356,-72,3C:46:A1:6D:9B:B3
3641744,1,364,-72,3C:46:A1:6D:9B:B4
3641754,1,356,-78,3C:46:A1:6D:96:A3
3641764,1,356,-78,3C:46:A1:6D:93:93
3641804,1,356,-78,3C:46:A1:6D:8B:33
3641814,1,340,-71,3C:46:A1:6D:8B:F2
3641814,1,356,-70,3C:46:A1:6D:8B:F3
3641814,1,364,-71,3C:46:A1:6D:8B:F4
3641814,1,340,-62,3C:46:A1:6E:23:02
3641814,1,356,-62,3C:46:A1:6E:23:03
3641814,1,364,-63,3C:46:A1:6E:23:04
3641834,1,340,-72,3C:46:A1:6D:9B:B2
3641834,1,356,-72,3C:46:A1:6D:9B:B3
3641834,1,356,-77,3C:46:A1:70:A0:B3
3641854,1,356,-80,3C:46:A1:6D:96:A3
3641864,1,356,-80,3C:46:A1:6D:93:93
3641914,1,356,-70,3C:46:A1:6D:8B:F3
3641914,1,364,-71,3C:46:A1:6D:8B:F4
3641924,1,340,-62,3C:46:A1:6E:23:02
3641924,1,356,-62,3C:46:A1:6E:23:03
3641924,1,364,-62,3C:46:A1:6E:23:04
3641934,1,340,-72,3C:46:A1:6D:9B:B2
3641934,1,356,-72,3C:46:A1:6D:9B:B3
3641934,1,356,-78,3C:46:A1:70:A0:B3
3641934,1,364,-77,3C:46:A1:70:A0:B4
3641964,1,356,-79,3C:46:A1:6D:96:A3
3641974,1,356,-80,3C:46:A1:6D:93:93
3641994,1,119,-79,08:65:F0:DA:4D:63
3642014,1,356,-80,3C:46:A1:6D:8B:33
3642014,1,340,-71,3C:46:A1:6D:8B:F2
3642014,1,356,-72,3C:46:A1:6D:8B:F3
3642014,1,364,-71,3C:46:A1:6D:8B:F4
3642024,1,340,-62,3C:46:A1:6E:23:02
3642024,1,356,-62,3C:46:A1:6E:23:03
3642024,1,364,-62,3C:46:A1:6E:23:04
3642034,1,340,-72,3C:46:A1:6D:9B:B2
3642034,1,356,-72,3C:46:A1:6D:9B:B3
3642034,1,356,-78,3C:46:A1:70:A0:B3
3642064,1,356,-79,3C:46:A1:6D:96:A3
3642074,1,356,-80,3C:46:A1:6D:93:93
3642114,1,356,-80,3C:46:A1:6D:8B:33
3642114,1,340,-71,3C:46:A1:6D:8B:F2
3642114,1,356,-72,3C:46:A1:6D:8B:F3
3642114,1,364,-71,3C:46:A1:6D:8B:F4
3642124,1,340,-62,3C:46:A1:6E:23:02
3642124,1,356,-62,3C:46:A1:6E:23:03
3642134,1,340,-73,3C:46:A1:6D:9B:B2
3642134,1,356,-72,3C:46:A1:6D:9B:B3
3642134,1,356,-78,3C:46:A1:70:A0:B3
3642164,1,356,-77,3C:46:A1:6D:96:A3
3642174,1,356,-80,3C:46:A1:6D:93:93
3642194,1,119,-78,08:65:F0:DA:4D:63
3642214,1,356,-79,3C:46:A1:6D:8B:33
3642224,1,340,-63,3C:46:A1:6E:23:02
3642224,1,356,-62,3C:46:A1:6E:23:03
3642224,1,364,-62,3C:46:A1:6E:23:04
3642234,1,340,-70,3C:46:A1:6D:8B:F2
3642234,1,340,-72,3C:46:A1:6D:9B:B2
3642244,1,356,-72,3C:46:A1:6D:9B:B3
3642244,1,356,-76,3C:46:A1:70:A0:B3
3642274,1,356,-80,3C:46:A1:6D:96:A3
3642274,1,356,-81,3C:46:A1:6D:93:93
3642314,1,356,-79,3C:46:A1:6D:8B:33
3642324,1,340,-70,3C:46:A1:6D:8B:F2
3642324,1,356,-71,3C:46:A1:6D:8B:F3
3642324,1,364,-70,3C:46:A1:6D:8B:F4
3642334,1,340,-62,3C:46:A1:6E:23:02
3642334,1,356,-62,3C:46:A1:6E:23:03
3642334,1,364,-62,3C:46:A1:6E:23:04
3642344,1,340,-72,3C:46:A1:6D:9B:B2
3642344,1,356,-72,3C:46:A1:6D:9B:B3
3642344,1,364,-72,3C:46:A1:6D:9B:B4
3642344,1,340,-78,3C:46:A1:70:A0:B2
3642344,1,356,-78,3C:46:A1:70:A0:B3
3642374,1,356,-78,3C:46:A1:6D:96:A3
3642374,1,356,-80,3C:46:A1:6D:93:93
3642414,1,166,-82,FF:FF:FF:FF:FF:FF
3642414,1,153,-83,FF:FF:FF:FF:FF:FF
3642414,1,363,-77,3C:46:A1:70:A0:B2
3642414,1,363,-72,3C:46:A1:6D:9B:B2
3642414,1,363,-62,3C:46:A1:6E:23:02
3642414,1,366,-71,3C:46:A1:6D:9B:B3
3642424,1,366,-62,3C:46:A1:6E:23:03
3642424,1,366,-71,3C:46:A1:6D:9B:B3
3642424,1,366,-72,3C:46:A1:6D:9B:B3
3642434,1,366,-62,3C:46:A1:6E:23:03
3642434,1,374,-62,3C:46:A1:6E:23:04
3642434,1,374,-72,3C:46:A1:6D:9B:B4
3642444,1,356,-72,3C:46:A1:6D:8B:F3
3642444,1,364,-71,3C:46:A1:6D:8B:F4
3642444,1,340,-62,3C:46:A1:6E:23:02
3642454,1,356,-62,3C:46:A1:6E:23:03
3642454,1,364,-63,3C:46:A1:6E:23:04
3642454,1,340,-72,3C:46:A1:6D:9B:B2
3642464,1,356,-72,3C:46:A1:6D:9B:B3
3642474,1,356,-80,3C:46:A1:6D:96:A3
3642484,1,356,-80,3C:46:A1:6D:93:93
3642504,1,119,-78,08:65:F0:DA:4D:63
3642524,1,356,-79,3C:46:A1:6D:8B:33
3642524,1,340,-71,3C:46:A1:6D:8B:F2
3642524,1,356,-71,3C:46:A1:6D:8B:F3
3642524,1,364,-71,3C:46:A1:6D:8B:F4
3642534,1,340,-62,3C:46:A1:6E:23:02
3642534,1,356,-62,3C:46:A1:6E:23:03
3642534,1,364,-62,3C:46:A1:6E:23:04
3642544,1,340,-72,3C:46:A1:6D:9B:B2
3642544,1,356,-72,3C:46:A1:6D:9B:B3
3642574,1,356,-79,3C:46:A1:6D:96:A3
3642584,1,356,-81,3C:46:A1:6D:93:93
3642604,1,119,-77,08:65:F0:DA:4D:63
3642624,1,356,-79,3C:46:A1:6D:8B:33
3642634,1,340,-71,3C:46:A1:6D:8B:F2
3642634,1,356,-71,3C:46:A1:6D:8B:F3
3642634,1,364,-72,3C:46:A1:6D:8B:F4
3642634,1,340,-62,3C:46:A1:6E:23:02
3642634,1,356,-62,3C:46:A1:6E:23:03
3642634,1,364,-62,3C:46:A1:6E:23:04
3642644,1,340,-72,3C:46:A1:6D:9B:B2
3642644,1,356,-72,3C:46:A1:6D:9B:B3
3642644,1,364,-71,3C:46:A1:6D:9B:B4
3642654,1,356,-76,3C:46:A1:70:A0:B3
3642684,1,356,-81,3C:46:A1:6D:93:93
3642714,1,119,-78,08:65:F0:DA:4D:63
3642724,1,356,-80,3C:46:A1:6D:8B:33
3642734,1,340,-70,3C:46:A1:6D:8B:F2
3642734,1,356,-72,3C:46:A1:6D:8B:F3
3642734,1,364,-71,3C:46:A1:6D:8B:F4
3642744,1,340,-62,3C:46:A1:6E:23:02
3642744,1,356,-63,3C:46:A1:6E:23:03
3642744,1,364,-62,3C:46:A1:6E:23:04
3642754,1,340,-73,3C:46:A1:6D:9B:B2
3642754,1,356,-72,3C:46:A1:6D:9B:B3
3642754,1,356,-77,3C:46:A1:70:A0:B3
3642784,1,356,-78,3C:46:A1:6D:96:A3
3642784,1,356,-79,3C:46:A1:6D:93:93
3642814,1,119,-78,08:65:F0:DA:4D:63
3642834,1,356,-79,3C:46:A1:6D:8B:33
3642834,1,340,-71,3C:46:A1:6D:8B:F2
3642834,1,356,-71,3C:46:A1:6D:8B:F3
3642834,1,364,-71,3C:46:A1:6D:8B:F4
3642844,1,340,-62,3C:46:A1:6E:23:02
3642844,1,356,-62,3C:46:A1:6E:23:03
3642844,1,364,-62,3C:46:A1:6E:23:04
3642854,1,340,-72,3C:46:A1:6D:9B:B2
3642854,1,356,-72,3C:46:A1:6D:9B:B3
3642854,1,356,-77,3C:46:A1:70:A0:B3
3642884,1,356,-80,3C:46:A1:6D:96:A3
3642894,1,356,-79,3C:46:A1:6D:93:93
3642934,1,356,-79,3C:46:A1:6D:8B:33
3642944,1,340,-62,3C:46:A1:6E:23:02
3642944,1,356,-62,3C:46:A1:6E:23:03
3642944,1,364,-62,3C:46:A1:6E:23:04
3642944,1,340,-71,3C:46:A1:6D:8B:F2
3642944,1,356,-72,3C:46:A1:6D:8B:F3
3642944,1,364,-71,3C:46:A1:6D:8B:F4
3642954,1,340,-72,3C:46:A1:6D:9B:B2
3642954,1,356,-71,3C:46:A1:6D:9B:B3
3642954,1,356,-79,3C:46:A1:70:A0:B3
3642984,1,356,-79,3C:46:A1:6D:96:A3
3642994,1,350,-78,3C:46:A1:6D:8B:33
3642994,1,356,-78,3C:46:A1:6D:93:93
3642994,1,350,-62,3C:46:A1:6E:23:03
3642994,1,350,-77,3C:46:A1:70:A0:B3
3642994,1,350,-71,3C:46:A1:6D:9B:B3
3642994,1,113,-74,08:65:F0:DA:4D:63
3643004,1,113,-76,08:65:F0:DA:4D:63
3643004,1,350,-72,3C:46:A1:6D:9B:B3
3643004,1,350,-62,3C:46:A1:6E:23:03
3643014,1,350,-72,3C:46:A1:6D:9B:B3
3643014,1,358,-73,3C:46:A1:6D:9B:B4
3643014,1,358,-73,3C:46:A1:6D:9B:B4
3643024,1,350,-62,3C:46:A1:6E:23:03
3643024,1,350,-63,3C:46:A1:6E:23:03
3643024,1,350,-62,3C:46:A1:6E:23:03
3643034,1,350,-62,3C:46:A1:6E:23:03
3643034,1,350,-72,3C:46:A1:6D:9B:B3
3643034,1,350,-72,3C:46:A1:6D:9B:B3
3643034,1,350,-62,3C:46:A1:6E:23:03
3643044,1,119,-78,08:65:F0:DA:4D:63
3643044,1,356,-78,3C:46:A1:6D:8B:33
3643044,1,340,-70,3C:46:A1:6D:8B:F2
3643054,1,356,-70,3C:46:A1:6D:8B:F3
3643054,1,364,-71,3C:46:A1:6D:8B:F4
3643054,1,340,-62,3C:46:A1:6E:23:02
3643064,1,356,-62,3C:46:A1:6E:23:03
3643064,1,364,-62,3C:46:A1:6E:23:04
3643064,1,340,-72,3C:46:A1:6D:9B:B2
3643074,1,356,-72,3C:46:A1:6D:9B:B3
3643074,1,364,-72,3C:46:A1:6D:9B:B4
3643074,1,356,-77,3C:46:A1:70:A0:B3
3643084,1,356,-79,3C:46:A1:6D:96:A3
3643094,1,356,-80,3C:46:A1:6D:93:93
3643124,1,119,-85,08:65:F0:DA:4D:63
3643124,1,350,-83,3C:46:A1:6D:D2:A3
3643144,1,340,-71,3C:46:A1:6D:8B:F2
3643144,1,356,-71,3C:46:A1:6D:8B:F3
3643144,1,364,-71,3C:46:A1:6D:8B:F4
3643154,1,356,-62,3C:46:A1:6E:23:03
3643154,1,364,-62,3C:46:A1:6E:23:04
