Timestamp_MS,Channel,Frame_Size_Bytes,RSSI_dBm,MAC_Address
3782014,1,356,-79,3C:46:A1:70:A0:B3
3782044,1,356,-80,3C:46:A1:6D:96:A3
3782064,1,363,-72,3C:46:A1:6D:9B:B2
3782064,1,363,-62,3C:46:A1:6E:23:02
3782064,1,363,-73,3C:46:A1:6D:9B:B2
3782064,1,363,-71,3C:46:A1:6D:9B:B2
3782064,1,363,-72,3C:46:A1:6D:9B:B2
3782074,1,363,-62,3C:46:A1:6E:23:02
3782074,1,366,-72,3C:46:A1:6D:9B:B3
3782074,1,363,-62,3C:46:A1:6E:23:02
3782084,1,366,-62,3C:46:A1:6E:23:03
3782084,1,366,-78,3C:46:A1:70:A0:B3
3782084,1,366,-72,3C:46:A1:6D:9B:B3
3782094,1,374,-73,3C:46:A1:6D:9B:B4
3782094,1,119,-74,08:65:F0:DA:4D:63
3782094,1,374,-71,3C:46:A1:6D:9B:B4
3782094,1,366,-63,3C:46:A1:6E:23:03
3782104,1,366,-79,3C:46:A1:70:A0:B3
3782104,1,374,-62,3C:46:A1:6E:23:04
3782104,1,374,-62,3C:46:A1:6E:23:04
3782114,1,374,-62,3C:46:A1:6E:23:04
3782114,1,356,-79,3C:46:A1:6D:8B:33
3782114,1,340,-72,3C:46:A1:6D:8B:F2
3782124,1,356,-72,3C:46:A1:6D:8B:F3
3782124,1,364,-71,3C:46:A1:6D:8B:F4
3782124,1,166,-84,FF:FF:FF:FF:FF:FF
3782134,1,153,-87,FF:FF:FF:FF:FF:FF
3782134,1,363,-72,3C:46:A1:6D:9B:B2
3782134,1,340,-62,3C:46:A1:6E:23:02
3782144,1,366,-72,3C:46:A1:6D:9B:B3
3782144,1,366,-71,3C:46:A1:6D:9B:B3
3782144,1,366,-71,3C:46:A1:6D:9B:B3
3782154,1,340,-72,3C:46:A1:6D:9B:B2
3782154,1,366,-80,3C:46:A1:6D:8B:33
3782154,1,366,-79,3C:46:A1:6D:8B:33
3782164,1,117,-83,FF:FF:FF:FF:FF:FF
3782164,1,350,-72,3C:46:A1:6D:9B:B3
3782164,1,350,-78,3C:46:A1:6D:8B:33
3782174,1,350,-62,3C:46:A1:6E:23:03
3782174,1,350,-72,3C:46:A1:6D:9B:B3
3782174,1,350,-78,3C:46:A1:70:A0:B3
3782174,1,350,-62,3C:46:A1:6E:23:03
3782184,1,350,-72,3C:46:A1:6D:8B:F3
3782184,1,350,-62,3C:46:A1:6E:23:03
3782184,1,350,-71,3C:46:A1:6D:8B:F3
3782194,1,358,-72,3C:46:A1:6D:8B:F4
3782194,1,356,-81,3C:46:A1:6D:8B:33
3782204,1,340,-72,3C:46:A1:6D:8B:F2
3782204,1,356,-71,3C:46:A1:6D:8B:F3
3782204,1,364,-71,3C:46:A1:6D:8B:F4
3782204,1,340,-62,3C:46:A1:6E:23:02
3782214,1,356,-62,3C:46:A1:6E:23:03
3782214,1,364,-62,3C:46:A1:6E:23:04
3782224,1,340,-72,3C:46:A1:6D:9B:B2
3782224,1,356,-72,3C:46:A1:6D:9B:B3
3782224,1,364,-72,3C:46:A1:6D:9B:B4
3782224,1,356,-78,3C:46:A1:70:A0:B3
3782274,1,119,-77,08:65:F0:DA:4D:63
3782304,1,340,-72,3C:46:A1:6D:8B:F2
3782304,1,356,-71,3C:46:A1:6D:8B:F3
3782304,1,364,-72,3C:46:A1:6D:8B:F4
3782314,1,340,-62,3C:46:A1:6E:23:02
3782314,1,356,-62,3C:46:A1:6E:23:03
3782314,1,364,-62,3C:46:A1:6E:23:04
3782324,1,340,-71,3C:46:A1:6D:9B:B2
3782324,1,356,-72,3C:46:A1:6D:9B:B3
3782324,1,356,-79,3C:46:A1:70:A0:B3
3782354,1,356,-79,3C:46:A1:6D:96:A3
3782404,1,340,-71,3C:46:A1:6D:8B:F2
3782404,1,356,-71,3C:46:A1:6D:8B:F3
3782404,1,364,-71,3C:46:A1:6D:8B:F4
3782414,1,340,-62,3C:46:A1:6E:23:02
3782414,1,356,-62,3C:46:A1:6E:23:03
3782414,1,364,-62,3C:46:A1:6E:23:04
3782424,1,356,-70,3C:46:A1:6D:9B:B3
3782424,1,364,-72,3C:46:A1:6D:9B:B4
3782484,1,119,-78,08:65:F0:DA:4D:63
3782504,1,356,-78,3C:46:A1:6D:8B:33
3782514,1,340,-72,3C:46:A1:6D:8B:F2
3782514,1,356,-71,3C:46:A1:6D:8B:F3
3782514,1,364,-71,3C:46:A1:6D:8B:F4
3782514,1,340,-62,3C:46:A1:6E:23:02
3782514,1,356,-63,3C:46:A1:6E:23:03
3782514,1,364,-62,3C:46:A1:6E:23:04
3782524,1,340,-72,3C:46:A1:6D:9B:B2
3782524,1,356,-72,3C:46:A1:6D:9B:B3
3782524,1,364,-72,3C:46:A1:6D:9B:B4
3782534,1,356,-79,3C:46:A1:70:A0:B3
3782554,1,356,-78,3C:46:A1:6D:96:A3
3782584,1,119,-77,08:65:F0:DA:4D:63
3782604,1,356,-78,3C:46:A1:6D:8B:33
3782614,1,340,-71,3C:46:A1:6D:8B:F2
3782614,1,356,-72,3C:46:A1:6D:8B:F3
3782614,1,364,-72,3C:46:A1:6D:8B:F4
3782614,1,340,-62,3C:46:A1:6E:23:02
3782614,1,356,-62,3C:46:A1:6E:23:03
3782624,1,364,-62,3C:46:A1:6E:23:04
3782634,1,340,-73,3C:46:A1:6D:9B:B2
3782634,1,356,-72,3C:46:A1:6D:9B:B3
3782634,1,364,-72,3C:46:A1:6D:9B:B4
3782634,1,356,-78,3C:46:A1:70:A0:B3
3782654,1,350,-80,3C:46:A1:6D:8B:33
3782664,1,356,-78,3C:46:A1:6D:96:A3
3782714,1,340,-72,3C:46:A1:6D:8B:F2
3782714,1,356,-72,3C:46:A1:6D:8B:F3
3782714,1,364,-71,3C:46:A1:6D:8B:F4
3782724,1,340,-62,3C:46:A1:6E:23:02
3782724,1,356,-62,3C:46:A1:6E:23:03
3782724,1,364,-62,3C:46:A1:6E:23:04
3782734,1,340,-72,3C:46:A1:6D:9B:B2
3782734,1,356,-72,3C:46:A1:6D:9B:B3
3782734,1,364,-72,3C:46:A1:6D:9B:B4
3782734,1,356,-77,3C:46:A1:70:A0:B3
3782764,1,356,-80,3C:46:A1:6D:96:A3
3782794,1,119,-79,08:65:F0:DA:4D:63
3782814,1,356,-79,3C:46:A1:6D:8B:33
3782814,1,340,-71,3C:46:A1:6D:8B:F2
3782814,1,356,-71,3C:46:A1:6D:8B:F3
3782814,1,364,-72,3C:46:A1:6D:8B:F4
3782824,1,340,-62,3C:46:A1:6E:23:02
3782824,1,356,-63,3C:46:A1:6E:23:03
3782824,1,364,-62,3C:46:A1:6E:23:04
3782834,1,340,-72,3C:46:A1:6D:9B:B2
3782834,1,356,-72,3C:46:A1:6D:9B:B3
3782834,1,356,-78,3C:46:A1:70:A0:B3
3782834,1,364,-77,3C:46:A1:70:A0:B4
3782844,1,350,-62,3C:46:A1:6E:23:03
3782844,1,350,-62,3C:46:A1:6E:23:03
3782844,1,350,-62,3C:46:A1:6E:23:03
3782844,1,350,-62,3C:46:A1:6E:23:03
3782864,1,350,-62,3C:46:A1:6E:23:03
3782864,1,350,-62,3C:46:A1:6E:23:03
3782864,1,356,-79,3C:46:A1:6D:96:A3
3782864,1,350,-62,3C:46:A1:6E:23:03
3782864,1,350,-62,3C:46:A1:6E:23:03
3782914,1,356,-79,3C:46:A1:6D:8B:33
3782924,1,340,-71,3C:46:A1:6D:8B:F2
3782924,1,356,-71,3C:46:A1:6D:8B:F3
3782924,1,364,-71,3C:46:A1:6D:8B:F4
3782924,1,340,-62,3C:46:A1:6E:23:02
3782924,1,356,-62,3C:46:A1:6E:23:03
3782924,1,364,-62,3C:46:A1:6E:23:04
3782934,1,340,-72,3C:46:A1:6D:9B:B2
3782934,1,356,-72,3C:46:A1:6D:9B:B3
3782934,1,356,-78,3C:46:A1:70:A0:B3
3782964,1,356,-81,3C:46:A1:6D:96:A3
3782994,1,119,-76,08:65:F0:DA:4D:63
3783014,1,356,-79,3C:46:A1:6D:8B:33
3783024,1,340,-71,3C:46:A1:6D:8B:F2
3783024,1,356,-71,3C:46:A1:6D:8B:F3
3783024,1,364,-73,3C:46:A1:6D:8B:F4
3783024,1,340,-62,3C:46:A1:6E:23:02
3783024,1,356,-62,3C:46:A1:6E:23:03
3783024,1,364,-63,3C:46:A1:6E:23:04
3783044,1,340,-72,3C:46:A1:6D:9B:B2
3783044,1,356,-71,3C:46:A1:6D:9B:B3
3783044,1,364,-73,3C:46:A1:6D:9B:B4
3783044,1,356,-78,3C:46:A1:70:A0:B3
3783094,1,119,-78,08:65:F0:DA:4D:63
3783124,1,356,-79,3C:46:A1:6D:8B:33
3783124,1,340,-71,3C:46:A1:6D:8B:F2
3783124,1,356,-72,3C:46:A1:6D:8B:F3
3783124,1,364,-71,3C:46:A1:6D:8B:F4
3783134,1,340,-62,3C:46:A1:6E:23:02
3783134,1,356,-62,3C:46:A1:6E:23:03
3783134,1,364,-62,3C:46:A1:6E:23:04
3783144,1,340,-72,3C:46:A1:6D:9B:B2
3783144,1,356,-72,3C:46:A1:6D:9B:B3
3783144,1,364,-72,3C:46:A1:6D:9B:B4
3783144,1,356,-78,3C:46:A1:70:A0:B3
3783174,1,356,-79,3C:46:A1:6D:96:A3
3783214,1,119,-77,08:65:F0:DA:4D:63
3783224,1,356,-79,3C:46:A1:6D:8B:33
3783224,1,340,-72,3C:46:A1:6D:8B:F2
3783224,1,356,-71,3C:46:A1:6D:8B:F3
3783224,1,364,-72,3C:46:A1:6D:8B:F4
3783234,1,340,-62,3C:46:A1:6E:23:02
3783234,1,356,-62,3C:46:A1:6E:23:03
3783234,1,364,-62,3C:46:A1:6E:23:04
3783244,1,340,-72,3C:46:A1:6D:9B:B2
3783244,1,356,-73,3C:46:A1:6D:9B:B3
3783244,1,364,-73,3C:46:A1:6D:9B:B4
3783244,1,356,-77,3C:46:A1:70:A0:B3
3783274,1,356,-80,3C:46:A1:6D:96:A3
3783304,1,119,-78,08:65:F0:DA:4D:63
3783324,1,356,-78,3C:46:A1:6D:8B:33
3783324,1,340,-71,3C:46:A1:6D:8B:F2
3783334,1,356,-71,3C:46:A1:6D:8B:F3
3783334,1,364,-71,3C:46:A1:6D:8B:F4
3783334,1,340,-62,3C:46:A1:6E:23:02
3783334,1,356,-63,3C:46:A1:6E:23:03
3783334,1,364,-62,3C:46:A1:6E:23:04
3783344,1,340,-72,3C:46:A1:6D:9B:B2
3783344,1,356,-72,3C:46:A1:6D:9B:B3
3783344,1,364,-72,3C:46:A1:6D:9B:B4
3783344,1,356,-78,3C:46:A1:70:A0:B3
3783374,1,356,-80,3C:46:A1:6D:96:A3
3783404,1,119,-77,08:65:F0:DA:4D:63
3783424,1,356,-80,3C:46:A1:6D:8B:33
3783434,1,340,-71,3C:46:A1:6D:8B:F2
3783434,1,356,-72,3C:46:A1:6D:8B:F3
3783434,1,364,-72,3C:46:A1:6D:8B:F4
3783434,1,340,-62,3C:46:A1:6E:23:02
3783434,1,356,-63,3C:46:A1:6E:23:03
3783434,1,364,-62,3C:46:A1:6E:23:04
3783454,1,340,-72,3C:46:A1:6D:9B:B2
3783454,1,356,-72,3C:46:A1:6D:9B:B3
3783454,1,364,-72,3C:46:A1:6D:9B:B4
3783454,1,356,-78,3C:46:A1:70:A0:B3
3783474,1,356,-80,3C:46:A1:6D:96:A3
3783534,1,356,-79,3C:46:A1:6D:8B:33
3783534,1,340,-71,3C:46:A1:6D:8B:F2
3783534,1,356,-72,3C:46:A1:6D:8B:F3
3783534,1,364,-72,3C:46:A1:6D:8B:F4
3783544,1,340,-62,3C:46:A1:6E:23:02
3783544,1,356,-62,3C:46:A1:6E:23:03
3783544,1,364,-62,3C:46:A1:6E:23:04
3783554,1,340,-72,3C:46:A1:6D:9B:B2
3783554,1,356,-72,3C:46:A1:6D:9B:B3
3783554,1,364,-72,3C:46:A1:6D:9B:B4
3783554,1,356,-78,3C:46:A1:70:A0:B3
3783584,1,356,-79,3C:46:A1:6D:96:A3
3783614,1,119,-76,08:65:F0:DA:4D:63
3783634,1,356,-79,3C:46:A1:6D:8B:33
3783634,1,340,-72,3C:46:A1:6D:8B:F2
3783634,1,356,-72,3C:46:A1:6D:8B:F3
3783634,1,364,-72,3C:46:A1:6D:8B:F4
3783644,1,340,-62,3C:46:A1:6E:23:02
3783644,1,356,-62,3C:46:A1:6E:23:03
3783644,1,364,-62,3C:46:A1:6E:23:04
3783654,1,356,-76,3C:46:A1:70:A0:B3
3783654,1,340,-73,3C:46:A1:6D:9B:B2
3783654,1,356,-71,3C:46:A1:6D:9B:B3
3783654,1,364,-72,3C:46:A1:6D:9B:B4
3783684,1,356,-78,3C:46:A1:6D:96:A3
3783714,1,119,-78,08:65:F0:DA:4D:63
3783734,1,356,-78,3C:46:A1:6D:8B:33
3783734,1,340,-72,3C:46:A1:6D:8B:F2
3783734,1,356,-72,3C:46:A1:6D:8B:F3
3783734,1,364,-71,3C:46:A1:6D:8B:F4
3783744,1,340,-62,3C:46:A1:6E:23:02
3783744,1,356,-62,3C:46:A1:6E:23:03
3783744,1,364,-62,3C:46:A1:6E:23:04
3783754,1,340,-73,3C:46:A1:6D:9B:B2
3783754,1,356,-72,3C:46:A1:6D:9B:B3
3783754,1,364,-72,3C:46:A1:6D:9B:B4
3783754,1,340,-78,3C:46:A1:70:A0:B2
3783764,1,356,-79,3C:46:A1:70:A0:B3
3783764,1,364,-79,3C:46:A1:70:A0:B4
3783784,1,356,-82,3C:46:A1:6D:96:A3
3783814,1,119,-78,08:65:F0:DA:4D:63
3783834,1,356,-79,3C:46:A1:6D:8B:33
3783844,1,340,-72,3C:46:A1:6D:8B:F2
3783844,1,356,-71,3C:46:A1:6D:8B:F3
3783844,1,364,-72,3C:46:A1:6D:8B:F4
3783844,1,340,-62,3C:46:A1:6E:23:02
3783844,1,356,-62,3C:46:A1:6E:23:03
3783844,1,364,-62,3C:46:A1:6E:23:04
3783864,1,340,-72,3C:46:A1:6D:9B:B2
3783864,1,356,-72,3C:46:A1:6D:9B:B3
3783864,1,364,-72,3C:46:A1:6D:9B:B4
3783864,1,356,-79,3C:46:A1:70:A0:B3
3783884,1,356,-80,3C:46:A1:6D:96:A3
3783914,1,119,-77,08:65:F0:DA:4D:63
3783934,1,356,-79,3C:46:A1:6D:8B:33
3783944,1,340,-72,3C:46:A1:6D:8B:F2
3783944,1,356,-72,3C:46:A1:6D:8B:F3
3783944,1,364,-71,3C:46:A1:6D:8B:F4
3783954,1,340,-62,3C:46:A1:6E:23:02
3783954,1,356,-62,3C:46:A1:6E:23:03
3783954,1,364,-62,3C:46:A1:6E:23:04
3783964,1,340,-71,3C:46:A1:6D:9B:B2
3783964,1,356,-72,3C:46:A1:6D:9B:B3
3783964,1,364,-72,3C:46:A1:6D:9B:B4
3783964,1,356,-77,3C:46:A1:70:A0:B3
3783964,1,364,-78,3C:46:A1:70:A0:B4
3783994,1,356,-79,3C:46:A1:6D:96:A3
3784044,1,356,-78,3C:46:A1:6D:8B:33
3784044,1,340,-71,3C:46:A1:6D:8B:F2
3784044,1,356,-71,3C:46:A1:6D:8B:F3
3784044,1,364,-71,3C:46:A1:6D:8B:F4
3784054,1,340,-62,3C:46:A1:6E:23:02
3784054,1,356,-62,3C:46:A1:6E:23:03
3784054,1,364,-62,3C:46:A1:6E:23:04
3784064,1,340,-73,3C:46:A1:6D:9B:B2
3784064,1,356,-72,3C:46:A1:6D:9B:B3
3784064,1,364,-73,3C:46:A1:6D:9B:B4
3784064,1,356,-79,3C:46:A1:70:A0:B3
3784064,1,350,-62,3C:46:A1:6E:23:03
3784074,1,350,-62,3C:46:A1:6E:23:03
3784074,1,350,-62,3C:46:A1:6E:23:03
3784074,1,350,-62,3C:46:A1:6E:23:03
3784084,1,350,-78,3C:46:A1:70:A0:B3
3784084,1,350,-62,3C:46:A1:6E:23:03
3784084,1,350,-62,3C:46:A1:6E:23:03
3784094,1,350,-79,3C:46:A1:70:A0:B3
3784094,1,350,-62,3C:46:A1:6E:23:03
3784094,1,350,-62,3C:46:A1:6E:23:03
3784104,1,356,-80,3C:46:A1:6D:96:A3
3784124,1,119,-76,08:65:F0:DA:4D:63
3784144,1,356,-82,3C:46:A1:6D:8B:33
3784144,1,340,-71,3C:46:A1:6D:8B:F2
3784144,1,356,-72,3C:46:A1:6D:8B:F3
3784144,1,364,-72,3C:46:A1:6D:8B:F4
3784154,1,340,-62,3C:46:A1:6E:23:02
3784154,1,356,-62,3C:46:A1:6E:23:03
3784154,1,364,-62,3C:46:A1:6E:23:04
3784164,1,340,-72,3C:46:A1:6D:9B:B2
3784164,1,356,-73,3C:46:A1:6D:9B:B3
3784164,1,356,-79,3C:46:A1:70:A0:B3
3784194,1,356,-79,3C:46:A1:6D:96:A3
3784224,1,119,-77,08:65:F0:DA:4D:63
3784244,1,356,-79,3C:46:A1:6D:8B:33
3784254,1,340,-71,3C:46:A1:6D:8B:F2
3784254,1,356,-71,3C:46:A1:6D:8B:F3
3784254,1,364,-72,3C:46:A1:6D:8B:F4
3784254,1,340,-62,3C:46:A1:6E:23:02
3784254,1,356,-63,3C:46:A1:6E:23:03
3784254,1,364,-63,3C:46:A1:6E:23:04
3784264,1,340,-72,3C:46:A1:6D:9B:B2
3784274,1,356,-72,3C:46:A1:6D:9B:B3
3784274,1,364,-72,3C:46:A1:6D:9B:B4
3784274,1,340,-77,3C:46:A1:70:A0:B2
3784274,1,356,-78,3C:46:A1:70:A0:B3
3784294,1,356,-80,3C:46:A1:6D:96:A3
3784344,1,356,-80,3C:46:A1:6D:8B:33
3784354,1,340,-71,3C:46:A1:6D:8B:F2
3784354,1,356,-71,3C:46:A1:6D:8B:F3
3784354,1,364,-72,3C:46:A1:6D:8B:F4
3784364,1,340,-62,3C:46:A1:6E:23:02
3784364,1,356,-62,3C:46:A1:6E:23:03
3784364,1,364,-62,3C:46:A1:6E:23:04
3784374,1,340,-72,3C:46:A1:6D:9B:B2
3784374,1,356,-72,3C:46:A1:6D:9B:B3
3784374,1,364,-72,3C:46:A1:6D:9B:B4
3784374,1,340,-77,3C:46:A1:70:A0:B2
3784374,1,356,-77,3C:46:A1:70:A0:B3
3784404,1,356,-80,3C:46:A1:6D:96:A3
3784434,1,119,-77,08:65:F0:DA:4D:63
3784454,1,356,-79,3C:46:A1:6D:8B:33
3784454,1,340,-72,3C:46:A1:6D:8B:F2
3784454,1,356,-72,3C:46:A1:6D:8B:F3
3784454,1,364,-72,3C:46:A1:6D:8B:F4
3784464,1,340,-62,3C:46:A1:6E:23:02
3784464,1,356,-62,3C:46:A1:6E:23:03
3784464,1,364,-62,3C:46:A1:6E:23:04
3784474,1,340,-72,3C:46:A1:6D:9B:B2
3784474,1,356,-72,3C:46:A1:6D:9B:B3
3784474,1,364,-72,3C:46:A1:6D:9B:B4
3784474,1,356,-78,3C:46:A1:70:A0:B3
3784504,1,356,-80,3C:46:A1:6D:96:A3
3784564,1,340,-71,3C:46:A1:6D:8B:F2
3784564,1,356,-72,3C:46:A1:6D:8B:F3
3784564,1,364,-72,3C:46:A1:6D:8B:F4
3784564,1,340,-62,3C:46:A1:6E:23:02
3784564,1,356,-63,3C:46:A1:6E:23:03
3784564,1,364,-62,3C:46:A1:6E:23:04
3784574,1,356,-78,3C:46:A1:6D:8B:33
3784574,1,340,-73,3C:46:A1:6D:9B:B2
3784574,1,356,-72,3C:46:A1:6D:9B:B3
3784584,1,364,-72,3C:46:A1:6D:9B:B4
3784584,1,356,-77,3C:46:A1:70:A0:B3
3784604,1,356,-78,3C:46:A1:6D:96:A3
3784634,1,119,-77,08:65:F0:DA:4D:63
3784654,1,356,-80,3C:46:A1:6D:8B:33
3784664,1,340,-71,3C:46:A1:6D:8B:F2
3784664,1,356,-71,3C:46:A1:6D:8B:F3
3784664,1,364,-72,3C:46:A1:6D:8B:F4
3784664,1,340,-62,3C:46:A1:6E:23:02
3784664,1,356,-62,3C:46:A1:6E:23:03
3784664,1,364,-62,3C:46:A1:6E:23:04
3784684,1,356,-72,3C:46:A1:6D:9B:B3
3784684,1,364,-73,3C:46:A1:6D:9B:B4
3784684,1,356,-80,3C:46:A1:70:A0:B3
3784704,1,356,-80,3C:46:A1:6D:96:A3
3784714,1,363,-62,3C:46:A1:6E:23:02
3784714,1,363,-62,3C:46:A1:6E:23:02
3784714,1,363,-62,3C:46:A1:6E:23:02
3784714,1,363,-62,3C:46:A1:6E:23:02
3784734,1,119,-77,08:65:F0:DA:4D:63
3784754,1,356,-81,3C:46:A1:6D:8B:33
3784764,1,340,-72,3C:46:A1:6D:8B:F2
3784764,1,356,-70,3C:46:A1:6D:8B:F3
3784764,1,364,-71,3C:46:A1:6D:8B:F4
3784764,1,340,-62,3C:46:A1:6E:23:02
3784774,1,356,-62,3C:46:A1:6E:23:03
3784774,1,364,-62,3C:46:A1:6E:23:04
3784784,1,340,-72,3C:46:A1:6D:9B:B2
3784784,1,356,-72,3C:46:A1:6D:9B:B3
3784784,1,364,-72,3C:46:A1:6D:9B:B4
3784784,1,356,-77,3C:46:A1:70:A0:B3
3784814,1,356,-79,3C:46:A1:6D:96:A3
3784864,1,356,-78,3C:46:A1:6D:8B:33
3784864,1,340,-72,3C:46:A1:6D:8B:F2
3784864,1,356,-71,3C:46:A1:6D:8B:F3
3784864,1,364,-72,3C:46:A1:6D:8B:F4
3784874,1,340,-62,3C:46:A1:6E:23:02
3784874,1,356,-63,3C:46:A1:6E:23:03
3784874,1,364,-62,3C:46:A1:6E:23:04
3784884,1,340,-72,3C:46:A1:6D:9B:B2
3784884,1,356,-72,3C:46:A1:6D:9B:B3
3784884,1,364,-72,3C:46:A1:6D:9B:B4
3784884,1,356,-77,3C:46:A1:70:A0:B3
3784914,1,356,-80,3C:46:A1:6D:96:A3
3784944,1,119,-77,08:65:F0:DA:4D:63
3784964,1,356,-78,3C:46:A1:6D:8B:33
3784974,1,340,-71,3C:46:A1:6D:8B:F2
3784974,1,356,-71,3C:46:A1:6D:8B:F3
3784974,1,364,-72,3C:46:A1:6D:8B:F4
3784974,1,340,-62,3C:46:A1:6E:23:02
3784974,1,356,-62,3C:46:A1:6E:23:03
3784974,1,364,-62,3C:46:A1:6E:23:04
3784984,1,340,-72,3C:46:A1:6D:9B:B2
3784984,1,356,-72,3C:46:A1:6D:9B:B3
3784984,1,364,-72,3C:46:A1:6D:9B:B4
3784984,1,356,-78,3C:46:A1:70:A0:B3
3785044,1,119,-76,08:65:F0:DA:4D:63
3785064,1,356,-78,3C:46:A1:6D:8B:33
3785074,1,340,-71,3C:46:A1:6D:8B:F2
3785074,1,356,-71,3C:46:A1:6D:8B:F3
3785074,1,364,-72,3C:46:A1:6D:8B:F4
3785074,1,340,-62,3C:46:A1:6E:23:02
3785074,1,356,-62,3C:46:A1:6E:23:03
3785074,1,364,-62,3C:46:A1:6E:23:04
3785084,1,340,-72,3C:46:A1:6D:9B:B2
3785084,1,356,-72,3C:46:A1:6D:9B:B3
3785084,1,364,-73,3C:46:A1:6D:9B:B4
3785094,1,356,-79,3C:46:A1:70:A0:B3
3785094,1,364,-78,3C:46:A1:70:A0:B4
3785114,1,356,-79,3C:46:A1:6D:96:A3
3785144,1,119,-76,08:65:F0:DA:4D:63
3785164,1,356,-79,3C:46:A1:6D:8B:33
3785174,1,340,-72,3C:46:A1:6D:8B:F2
3785174,1,356,-71,3C:46:A1:6D:8B:F3
3785174,1,364,-71,3C:46:A1:6D:8B:F4
3785174,1,340,-62,3C:46:A1:6E:23:02
3785174,1,356,-62,3C:46:A1:6E:23:03
3785184,1,364,-62,3C:46:A1:6E:23:04
3785194,1,340,-72,3C:46:A1:6D:9B:B2
3785194,1,356,-73,3C:46:A1:6D:9B:B3
3785194,1,364,-72,3C:46:A1:6D:9B:B4
3785194,1,340,-79,3C:46:A1:70:A0:B2
3785194,1,356,-79,3C:46:A1:70:A0:B3
3785224,1,356,-79,3C:46:A1:6D:96:A3
3785244,1,119,-78,08:65:F0:DA:4D:63
3785274,1,356,-80,3C:46:A1:6D:8B:33
3785274,1,340,-72,3C:46:A1:6D:8B:F2
3785274,1,356,-72,3C:46:A1:6D:8B:F3
3785274,1,364,-71,3C:46:A1:6D:8B:F4
3785284,1,340,-62,3C:46:A1:6E:23:02
3785284,1,356,-62,3C:46:A1:6E:23:03
3785284,1,364,-62,3C:46:A1:6E:23:04
3785294,1,340,-71,3C:46:A1:6D:9B:B2
3785294,1,356,-72,3C:46:A1:6D:9B:B3
3785294,1,364,-73,3C:46:A1:6D:9B:B4
3785294,1,356,-79,3C:46:A1:70:A0:B3
3785294,1,364,-78,3C:46:A1:70:A0:B4
3785324,1,356,-80,3C:46:A1:6D:96:A3
3785374,1,340,-72,3C:46:A1:6D:8B:F2
3785374,1,356,-71,3C:46:A1:6D:8B:F3
3785374,1,364,-72,3C:46:A1:6D:8B:F4
3785384,1,340,-62,3C:46:A1:6E:23:02
3785384,1,356,-62,3C:46:A1:6E:23:03
3785384,1,364,-62,3C:46:A1:6E:23:04
3785394,1,356,-79,3C:46:A1:70:A0:B3
3785454,1,119,-76,08:65:F0:DA:4D:63
3785474,1,356,-79,3C:46:A1:6D:8B:33
3785474,1,340,-71,3C:46:A1:6D:8B:F2
3785484,1,356,-72,3C:46:A1:6D:8B:F3
3785484,1,364,-72,3C:46:A1:6D:8B:F4
3785484,1,340,-62,3C:46:A1:6E:23:02
3785484,1,356,-62,3C:46:A1:6E:23:03
3785484,1,364,-62,3C:46:A1:6E:23:04
3785494,1,340,-72,3C:46:A1:6D:9B:B2
3785494,1,356,-71,3C:46:A1:6D:9B:B3
3785494,1,364,-72,3C:46:A1:6D:9B:B4
3785494,1,340,-78,3C:46:A1:70:A0:B2
3785504,1,356,-77,3C:46:A1:70:A0:B3
3785504,1,364,-79,3C:46:A1:70:A0:B4
3785504,1,356,-82,3C:46:A1:6E:08:B3
3785524,1,356,-78,3C:46:A1:6D:96:A3
3785554,1,119,-78,08:65:F0:DA:4D:63
3785584,1,356,-78,3C:46:A1:6D:8B:33
3785584,1,340,-71,3C:46:A1:6D:8B:F2
3785584,1,356,-71,3C:46:A1:6D:8B:F3
3785584,1,364,-71,3C:46:A1:6D:8B:F4
3785584,1,340,-62,3C:46:A1:6E:23:02
3785584,1,356,-63,3C:46:A1:6E:23:03
3785584,1,364,-62,3C:46:A1:6E:23:04
3785604,1,340,-72,3C:46:A1:6D:9B:B2
3785604,1,356,-71,3C:46:A1:6D:9B:B3
3785604,1,364,-72,3C:46:A1:6D:9B:B4
3785604,1,356,-79,3C:46:A1:70:A0:B3
3785634,1,356,-80,3C:46:A1:6D:96:A3
3785664,1,363,-73,3C:46:A1:6D:9B:B2
3785664,1,366,-62,3C:46:A1:6E:23:03
3785664,1,363,-72,3C:46:A1:6D:9B:B2
3785664,1,366,-62,3C:46:A1:6E:23:03
3785674,1,366,-62,3C:46:A1:6E:23:03
3785674,1,366,-62,3C:46:A1:6E:23:03
3785674,1,366,-72,3C:46:A1:6D:9B:B3
3785674,1,374,-62,3C:46:A1:6E:23:04
3785684,1,366,-74,3C:46:A1:6D:9B:B3
3785684,1,374,-63,3C:46:A1:6E:23:04
3785684,1,374,-72,3C:46:A1:6D:9B:B4
3785694,1,374,-62,3C:46:A1:6E:23:04
3785694,1,374,-62,3C:46:A1:6E:23:04
3785694,1,374,-72,3C:46:A1:6D:9B:B4
3785704,1,374,-72,3C:46:A1:6D:9B:B4
3785704,1,374,-72,3C:46:A1:6D:9B:B4
3785704,1,340,-71,3C:46:A1:6D:8B:F2
3785704,1,356,-72,3C:46:A1:6D:8B:F3
3785714,1,364,-72,3C:46:A1:6D:8B:F4
3785714,1,340,-62,3C:46:A1:6E:23:02
